Queremos	O
ponerle	O
rostro	O
a	O
la	O
#	O
diabetes	B-MISC
:	O
Steve	O
Redgrave,	O
atleta	O
británico	O
con	O
cinco	O
medallas🏅	O
😃	O
olímpicas.	O
En	O
el	O
año	O
2000,	O
le	O
diagnosticaron	O
diabetes	B-MISC
y	O
como	O
él	O
mismo	O
dice	O
"me	O
dije	O
a	O
mi	O
mismo	O
que	O
yo	O
no	O
iba	O
a	O
vivir	O
con	O
la	O
diabetes	B-MISC
,	O
que	O
sería	O
ella	O
la	O
que	O
tendría	O
que	O
vivir	O
conmigo".	O
https://t.co/TNLS9dZOPx	O
	
Muchos	O
#pacientes	O
vivimos	O
sin	O
#tiroides	O
por	O
diferentes	O
patologías	O
Bocio	B-MISC
Hipertiroidismo	B-MISC
Carcinomas	B-MISC
(	I-MISC
papilar,	I-MISC
folicular,	I-MISC
medular	I-MISC
o	I-MISC
anaplásico	I-MISC
)	O
Tumores	B-MISC
neuroendocrinos	I-MISC
Laringectomizados	O
Tomamos	O
#levotiroxina	O
sódica	O
Info	O
@donsacarino	O
https://t.co/J0DeIyoeEd	O
	
El	O
diagnóstico	O
fueron	O
varios.	O
Principal:	O
Neumonía	B-MISC
en	I-MISC
el	I-MISC
pulmón	I-MISC
derecho.	O
Sinusitis	B-MISC
de	O
caballo,	O
Faringitis	B-MISC
aguda	I-MISC
e	O
infección	B-MISC
de	I-MISC
orina	I-MISC
,	O
también	O
elevada.	O
Gripe	B-MISC
No.	O
Estuvo	O
hablando	O
conmigo,	O
sin	O
exagerar,	O
mas	O
de	O
media	O
hora,	O
dándome	O
ánimo	O
y	O
fuerza	O
y	O
que	O
sabe,	O
porque	O
ha	O
visto	O
	
We	O
all	O
support	O
you!You’ll	O
never	O
be	O
alone💜	O
Talk	O
about	O
it	O
and	O
don’t	O
be	O
afraid💜	O
//“oye	O
guerrero,	O
sigue	O
adelante”	O
todos	O
te	O
apoyamos!	O
Nunca	O
estarás	O
solo💜	O
Habla	O
al	O
respecto	O
y	O
no	O
tengas	O
miedo💜	O
#	O
Epilepsy	B-MISC
YouAreNotAlone	O
#	O
epilepsy	B-MISC
#	O
epilepsia	B-MISC
#	O
epilepsy	B-MISC
awareness	O
#	O
epilepsy	B-MISC
warrior	O
#motivation	O
https://t.co/ViFenWjF0V	O
	
"Aspiramos	O
a	O
individualizar	O
el	O
tratamiento	O
en	O
trombosis	B-MISC
y	O
cáncer	B-MISC
y	O
para	O
esto	O
tenemos	O
que	O
buscar	O
biomarcadores"	O
Dra	O
Vanesa	O
Pachón	O
#	O
cáncer	B-MISC
#revisionesen	O
cáncer	B-MISC
#Rev	O
Cáncer	B-MISC
2019	O
#oncología	O
	
Quiero	O
destacar	O
esta	O
carta	O
de	O
@kantor_pauline	O
a	O
@ElMercurio_cl.	O
Hoy	O
enfrentamos	O
factores	O
de	O
riesgo	O
como	O
la	O
malnutrición	B-MISC
por	I-MISC
exceso	I-MISC
,	O
obesidad	B-MISC
o	O
sedentarismo	O
desde	O
una	O
óptica	O
intersectorial.	O
Entendemos	O
que	O
para	O
obtener	O
resultados	O
debemos	O
trabajar	O
en	O
conjunto	O
#ChileLoCuidamosTodos	O
https://t.co/vbG0H7956V	O
	
Más	O
diagnósticos	O
tempranos	O
Queremos	O
dejar	O
de	O
ser	O
invisibles...	O
Síndrome	B-MISC
de	I-MISC
ehlers	I-MISC
danlos	I-MISC
Salta	O
#somoscebritasmedicas	O
#somosfragilesnoinvisibles	O
en	O
Salta,	O
Argentina	O
https://t.co/sE21mIBHtX	O
	
El	O
estudio	O
experimental	O
DIABEGG	O
tuvo	O
el	O
mérito	O
de	O
constatar	O
que	O
un	O
alto	O
consumo	O
de	O
#huevos(2	O
diarios/6	O
días	O
semana)	O
no	O
provocaba	O
dislipemia	B-MISC
en	O
pacientes	O
con	O
sobrepeso/	O
obesidad	B-MISC
con	O
#	O
diabetestipo2	B-MISC
vs	O
bajo	O
consumo	O
(&lt;2	O
huevos/semana),	O
pero	O
sí	O
más	O
saciedad.	O
https://t.co/Jyth5TDnLU	O
	
Aquí	O
estamos.	O
En	O
el	O
I	O
Congreso	O
de	O
la	O
CV	O
para	O
personas	O
con	O
cáncer	B-MISC
y	O
familiares.	O
Hablamos	O
de	O
#	O
melanoma	B-MISC
,	O
#	O
SMD	B-MISC
,	O
#	O
cancerpulmon	B-MISC
#	O
metastasis	B-MISC
#	O
lynchsyndrome	B-MISC
.	O
Esperamos	O
que	O
os	O
haya	O
sido	O
interesante	O
❤	O
@aecc_es	O
@aeccvalencia	O
#unidoscontrael	O
cáncer	B-MISC
#CongresoCVaecc	O
https://t.co/bRoZzH7JET	O
	
Escueta	O
nota	O
de	O
la	O
@AEMPSGOB	O
por	O
pancreatitis	B-MISC
,	O
con	O
sospecha	O
de	O
mecanismo	O
autoinmune.	O
"Carbimazol	O
(Neo-tomizol®	O
)	O
y	O
tiamazol	O
(Tirodril®	O
):	O
riesgo	O
de	O
pancreatitis	B-MISC
aguda	I-MISC
y	O
nuevas	O
recomendaciones	O
sobre	O
anticoncepción	O
durante	O
el	O
tratamiento"	O
https://t.co/4WIAgnZ0aV	O
https://t.co/O1x3kt3vm7	O
	
Estudio	O
transversal,	O
publicado	O
en	O
“European	O
Journal	O
of	O
Clinical	O
Nutrition	O
(enero	O
2019),	O
que	O
revela	O
una	O
asociación	O
inversa	O
entre	O
ciertos	O
modelos	O
dietéticos(	O
“saludable”,	O
“pescado	O
y	O
pollo”)	O
y	O
trastornos	B-MISC
psicológicos	I-MISC
(	O
depresión	B-MISC
,	O
ansiedad	B-MISC
y	O
estrés).	O
https://t.co/wPiV9requv	O
	
Facinvite®	O
es	O
para	O
toda	O
la	O
familia	O
y	O
es	O
tú	O
mejor	O
aliado	O
en	O
reforzar	O
tu	O
salud	O
para	O
tratamientos	O
como	O
el	O
asma	B-MISC
,	O
la	O
dermatitis	B-MISC
,	O
cáncer	B-MISC
,	O
entre	O
otros.	O
Entra	O
a	O
nuestro	O
sitio	O
web	O
para	O
conocer	O
todos	O
los	O
beneficios	O
de	O
nuestro	O
Factor	O
de	O
Transferencia:	O
https://t.co/GMTs8wxtP8	O
https://t.co/E2lYXZFaCP	O
	
Muchos	O
de	O
nosotros	O
sufrimos	O
de	O
trastorno	B-MISC
afectivo	I-MISC
estacional	I-MISC
por	O
lo	O
que	O
los	O
meses	O
de	O
invierno	O
intensifican	O
nuestra	O
depresión	B-MISC
.	O
Respirar	O
aire	O
frío	O
puede	O
provocar	O
dolor	O
de	O
cabeza.	O
Si	O
cogemos	O
un	O
resfriado	B-MISC
o	O
gripe	B-MISC
,	O
puede	O
desencadenar	O
una	O
recaída	O
y	O
dejarnos	O
en	O
cama	O
durante	O
días.	O
	
Trabajamos	O
junto	O
con	O
@IHPpediatria	O
en	O
el	O
proyecto	O
VAMOS,	O
un	O
novedoso	O
recurso	O
de	O
salud	O
para	O
el	O
tratamiento	O
de	O
la	O
obesidad	B-MISC
y	I-MISC
el	I-MISC
sobrepeso	I-MISC
infantil	I-MISC
y	I-MISC
juvenil	I-MISC
,	O
usando	O
la	O
#tecnología	O
como	O
herramienta.	O
https://t.co/HKu6incPhH	O
	
"El	O
cáncer	B-MISC
de	I-MISC
mama	I-MISC
metastásico	I-MISC
dejará	O
de	O
ser	O
una	O
enfermedad	O
mortal	O
y	O
se	O
convertirá	O
en	O
una	O
enfermedad	B-MISC
crónica	I-MISC
que	O
nos	O
permitirá	O
seguir	O
viviendo"	O
https://t.co/YRGkcuChbv	O
https://t.co/DJpuwUfe8H	O
	
Que	O
pasa	O
en	O
tu	O
cuerpo	O
cuando	O
tenemos	O
fibromialgia	B-MISC
?	O
Traducción	O
La	O
fibromialgia	B-MISC
es	O
un	O
trastorno	B-MISC
crónico	I-MISC
que	O
afecta	O
al	O
menos	O
a	O
5	O
millones	O
estadounidenses,	O
en	O
su	O
mayoría	O
mujeres.	O
Se	O
caracteriza	O
por	O
el	O
sueño	O
no	O
restaurativo...	O
https://t.co/oQtAeEFUPr	O
	
Electrotermocoagulación	O
ETC	O
en	O
epilepsia	B-MISC
#EpiCARE	O
#	O
epilepsia	B-MISC
#	O
Epilepsy	B-MISC
Surgery	O
#hospitaldelmar	O
#SEEG	O
Con	O
la	O
ETC	O
logramos	O
que	O
más	O
del	O
20%	O
de	O
nuestros	O
pacientes	O
con	O
epilepsia	B-MISC
focal	I-MISC
queden	O
libres	O
de	O
crisis	O
sin	O
necesidad	O
de	O
cirugía	O
posterior!!	O
https://t.co/kClliuGKuX	O
	
📢	O
Estamos	O
encantados	O
de	O
anunciar	O
nuestra	O
colaboración	O
con	O
el	O
Institut	O
de	O
Recerca	O
Biomèdica	O
@IRBLleida_Info	O
para	O
la	O
#investigación	O
y	O
formación	O
sobre	O
enfermedades	O
tan	O
relevantes	O
como	O
el	O
#	O
cáncer	B-MISC
,	O
#	O
ictus	B-MISC
,	O
#	O
esclerosis	B-MISC
múltiple	I-MISC
o	O
#	O
diabetes	B-MISC
.	O
+	O
info:	O
https://t.co/rzIonvDyf9	O
https://t.co/J8S7emwe2b	O
	
Doctor	O
me	O
hicieron	O
un	O
chequeo	O
cardiovascular	O
y	O
todo	O
era	O
normal....cómo	O
pude	O
tener	O
un	O
infarto	B-MISC
?	O
...aquí	O
la	O
respuesta..	O
la	O
ateroesclerosis	B-MISC
es	O
un	O
proceso	O
inflamatorio-activo	O
y	O
progresivo	O
https://t.co/eamuWa4nse	O
	
Una	O
noticia	O
me	O
ha	O
recordado	O
el	O
viejo	O
mito	O
de	O
no	O
lavarse	O
con	O
la	O
#menstruación:	O
"El	O
aseo	O
con	O
agua	O
contaminada	O
puede	O
desembocar	O
en	O
enfermedades	O
como	O
candidiasis	B-MISC
,	O
isquemia	B-MISC
o	O
síndrome	B-MISC
de	I-MISC
shock	I-MISC
tóxico	I-MISC
"	O
¿Qué	O
opinas	O
@nomasdudas?	O
Os	O
dejo	O
el	O
enlace	O
a	O
la	O
noticia	O
https://t.co/osDgW7Jxag	O
	
Estas	O
imágenes	O
son	O
de	O
mi	O
columna	O
vertebral	O
L4L5LS1vivo	O
com	O
dolor	O
https://t.co/RRwhwOBFCj	O
quieren	O
sacar	O
mis	O
tornillos	O
desp	O
de	O
3	O
operaciones	O
que	O
tuve	O
y	O
ahora	O
tengo	O
miedo	O
a	O
que	O
va	O
a	O
decirme	O
neurocirujano	O
este	O
viernes	O
de	O
ahí	O
nace	O
mi	O
fibromialgia	B-MISC
.	O
https://t.co/EhqznmhfMi	O
	
-	O
Este	O
libro,	O
porque	O
no	O
se	O
habla	O
de	O
lo	O
que	O
es	O
tener	O
autismo	B-MISC
;	O
lo	O
he	O
escrito	O
yo	O
-	O
Le	O
he	O
llamado	O
#manualderesistencia	O
autista	B-MISC
.	O
Porque	O
lo	O
soy	O
-	O
Lo	O
presento	O
hoy,	O
porque	O
es	O
el	O
día	O
internacional	O
del	O
síndrome	B-MISC
de	I-MISC
Asperger	I-MISC
.	O
Que	O
si	O
no	O
lo	O
sabes	O
es	O
parte	O
del	O
#	O
autismo	B-MISC
.	O
https://t.co/QdCDOO44Lm	O
	
La	O
forma	O
más	O
grave	O
y	O
crónica	O
de	O
los	O
trastornos	B-MISC
facticios	I-MISC
se	O
denomina	O
Síndrome	B-MISC
de	I-MISC
Münchausen	I-MISC
.	O
Se	O
caracteriza	O
por	O
el	O
fingimiento	O
de	O
una	O
enfermedad	O
inexistente,	O
la	O
conducta	O
errante	O
de	O
hospital	O
en	O
hospital	O
y	O
la	O
tendencia	O
patológica	O
a	O
mentir.	O
https://t.co/i1xzzrdSki	O
	
aparatoso,	O
ingreso	O
hospitalario	O
incluido,	O
hasta	O
el	O
punto	O
de	O
que	O
estamos	O
ahora	O
con	O
un	O
diagnóstico	O
de	O
2	O
enfermedades	B-MISC
crónicas	I-MISC
.	O
Decir	O
a	O
voces	O
que	O
el	O
tratamiento	O
que	O
tiene	O
es	O
gammaglobulina	O
no	O
es	O
ni	O
una	O
mínima	O
parte	O
de	O
lo	O
que	O
tiene.	O
Una	O
inmunodeficiencia	B-MISC
no	O
es	O
precisamente	O
una	O
cosa	O
	
Necesitamos	O
muy	O
urgentemente	O
mejorar	O
el	O
diagnóstico	O
de	O
la	O
celiaquía	B-MISC
,	O
nosotros	O
somos	O
de	O
los	O
seronegativos	O
y	O
a	O
ojos	O
de	O
muchos	O
médicos	O
esto	O
ya	O
les	O
hace	O
descartar	O
la	O
celiaquía	B-MISC
como	O
enfermedad.	O
#	O
celiaquía	B-MISC
#	O
celiacos	B-MISC
#Investigación	O
Celiaquía	B-MISC
#	O
celiacos	B-MISC
#singluten	O
	
Toda	O
la	O
investigación	O
y	O
nuestro	O
conocimiento	O
para	O
visibilizar	O
las	O
Enfermedades	B-MISC
Raras	I-MISC
#yoinvestigoen	O
enfermedadesraras	B-MISC
#sinciencianohayfuturo	O
#equiporaras	B-MISC
https://t.co/DaOIFNPwwW	I-MISC
	
Nos	O
enfrentamos	O
a	O
una	O
#epidemia	O
de	O
trastornos	B-MISC
alérgicos	I-MISC
(60	O
millones	O
de	O
personas),	O
#	O
asmáticos	B-MISC
(30	O
millones	O
de	O
personas)	O
y	O
#	O
autoinmunes	B-MISC
(24	O
millones	O
de	O
personas).	O
Las	O
enfermedades	B-MISC
autoinmunes	I-MISC
incluyen	O
#	O
artritis	B-MISC
reumatoide	I-MISC
,	O
lupus	B-MISC
,	O
esclerosis	B-MISC
múltiple	I-MISC
,...	O
https://t.co/hjpK72Izfh	O
	
Damos	O
comienzo	O
al	O
taller	O
de	O
ecografía	O
en	O
artritis	B-MISC
reumatoide	I-MISC
centrado	O
en	O
la	O
evaluación	O
de	O
daño	B-MISC
articular	I-MISC
y	I-MISC
tendinoso	I-MISC
🏥	O
🗣	O
La	O
Dra	O
Belén	O
Serrano	O
nos	O
explica	O
el	O
uso	O
de	O
la	O
ecografía	O
en	O
la	O
evaluación	O
de	O
erosiones	O
👉	O
🏻	O
Recordar	O
que	O
no	O
son	O
exclusivas	O
de	O
la	O
artritis	B-MISC
reumatoide	I-MISC
https://t.co/Zi59EEmEmV	O
	
Vídeo	O
presentación	O
de	O
nuestra	O
cámara	O
#hiperbárica	O
para	O
el	O
tratamiento	O
de	O
#	O
heridas	B-MISC
por	O
#	O
diabetes	B-MISC
,	O
#	O
infecciones	B-MISC
,	O
lesiones	B-MISC
por	I-MISC
#deporte	I-MISC
,	O
#	O
fracturas	B-MISC
,	O
#	O
Fibromialgia	B-MISC
,	O
lesiones	B-MISC
por	I-MISC
#radioterapia	I-MISC
,	O
#	O
migrañas	B-MISC
https://t.co/BRjqVoqAkX	O
#Salud	O
#SaludYBienestar	O
	
Morris,	O
mi	O
hijo	O
también	O
tiene	O
Asperger	B-MISC
y	O
es	O
una	O
condición,	O
nada	O
tiene	O
que	O
ver	O
con	O
el	O
autismo	B-MISC
.	O
Nada	O
que	O
ver	O
un	O
tema	O
con	O
el	O
otro.	O
Los	O
niños	O
con	O
asperger	O
no	O
están	O
enfermos,	O
les	O
cuesta	O
relacionarse	O
con	O
el	O
mundo	O
y	O
si	O
sonríen.	O
Creo	O
qué	O
hay	O
cierta	O
confusión!	O
https://t.co/UgNVmj00ED	O
	
Hoy	O
hablamos	O
de...	O
Trastorno	B-MISC
del	I-MISC
Espectro	I-MISC
Autista	I-MISC
,	O
tal	O
y	O
cómo	O
pedisteis.	O
•••	O
El	O
TEA	B-MISC
es	O
un	O
trastorno	B-MISC
neurobiológico	I-MISC
del	I-MISC
desarrollo	I-MISC
que	O
comienza	O
a	O
manifestarse	O
en	O
los	O
primeros	O
años	O
y	O
que…	O
https://t.co/xH1E1dMxn4	O
	
Entre	O
títeres	O
y	O
amigos,	O
reforzamos	O
los	O
cuidados	O
básicos	O
de	O
niños(as)	O
con	O
diagnóstico	O
de	O
cáncer	B-MISC
#mesdel	O
cancer	B-MISC
#creandolazos	O
#gruposdeapoyo	O
https://t.co/k2RVbZqEVl	O
	
2/4.	O
El	O
acetaldehído	O
es	O
un	O
compuesto	O
tóxico	O
que	O
produce	O
daño	O
en	O
nuestras	O
células.	O
Aquellas	O
personas	O
que	O
consumen	O
alcohol	O
regularmente	O
acumulan	O
un	O
daño	B-MISC
en	I-MISC
su	I-MISC
hígado	I-MISC
.	O
Por	O
ello,	O
las	O
personas	O
alcohólicas	O
presentan	O
casos	O
de	O
cirrosis	B-MISC
(	O
enfermedad	B-MISC
crónica	I-MISC
e	I-MISC
irreversible	I-MISC
del	I-MISC
hígado	I-MISC
).	O
	
¿A	O
qué	O
darías	O
un	O
#portazo	O
por	O
que	O
te	O
cansas	O
de	O
discutir?	O
Yo:	O
1.	O
A	O
la	O
natación	O
como	O
terapia	O
para	O
la	O
#	O
escoliosis	B-MISC
2.	O
A	O
la	O
prescripción	O
de	O
corsés	O
desfasados	O
3.	O
A	O
la	O
creencia	O
de	O
q	O
aparece	O
x	O
debilidad	O
muscular	O
Y	O
seguiría	O
dando	O
+	O
portazos,	O
pero	O
lo	O
dicho,	O
hoy	O
estoy	O
cansada...😥	O
😥	O
	
Simon	O
Bacon	O
y	O
cols	O
han	O
sido	O
los	O
primeros	O
que	O
han	O
revelado	O
(estudio	O
CanCOLD)	O
cómo	O
altos	O
niveles	O
de	O
estrés	O
y	O
ansiedad	B-MISC
se	O
asocian	O
con	O
mayor	O
tabaquismo	B-MISC
(paquetes/año)	O
y	O
menor	O
nivel	O
de	O
#actividadfïsica	O
tanto	O
en	O
pacientes	O
#	O
EPOC	B-MISC
(717)como	O
sin	O
esta	O
enfermedad(797)	O
https://t.co/NTnEiDaWul	O
	
Feliz	O
Día	O
Internacional	O
de	O
las	O
Enfermedades	B-MISC
Raras	I-MISC
.	O
No	O
te	O
olvides	O
de	O
este	O
colectivo	O
y	O
ayúdanos	O
a	O
ser	O
más	O
visibles	O
y	O
crear	O
conciencia.	O
Yo	O
colaboro	O
poniendo	O
rostro	O
a	O
dos	O
de	O
ellas:	O
Síndrome	B-MISC
Hemolítico	I-MISC
Urémico	I-MISC
Atípico	I-MISC
y	O
Sarcoidosis	B-MISC
.	O
#ShowYourRare	O
#HazlasVisibles	O
https://t.co/KczKb8BFEz	O
	
El	O
estreñimiento	B-MISC
puede	O
estar	O
causado	O
por	O
enfermedades	B-MISC
físicas	I-MISC
,	O
por	O
moverse	O
poco,	O
por	O
alteraciones	O
psicológicas	O
(estrés)	O
y	O
también	O
puede	O
estar	O
causado	O
por	O
la	O
ingesta	O
de	O
fármacos	O
como	O
ansiolíticos	O
y	O
antidepresivos.	O
Aquí	O
os	O
mostramos	O
algunos	O
alimentos	O
contra	O
el	O
estreñimiento	B-MISC
🌿	O
🌾	O
https://t.co/yZfRLcnhNj	O
	
28	O
de	O
febrero	O
comenzamos	O
con	O
Filip	O
el	O
Día	O
Mundial	O
de	O
la	O
Enfermedades	B-MISC
Raras	I-MISC
!!!#	O
raredeseaseday	B-MISC
#ShowYourRare	O
#	O
RareDiseaseDay	B-MISC
https://t.co/PXe0oY07Ze	O
	
Hace	O
un	O
año,	O
@Activament	O
me	O
publicaba	O
este	O
artículo,	O
yo	O
creo	O
que	O
necesario	O
para	O
mi,	O
porque	O
es	O
profundo,	O
tan	O
profundo	O
como	O
fué	O
mi	O
brote	B-MISC
psicótico	I-MISC
.	O
Espero	O
que	O
os	O
guste.	O
#SaludMental	O
#recuperacion	O
#	O
brote	B-MISC
#psicotico	I-MISC
#	O
trastorno	B-MISC
#esquizoafectivo	I-MISC
#	O
depresión	B-MISC
https://t.co/6tlYZR0Bqp	O
	
En	O
España	O
mueren	O
más	O
de	O
3.500	O
personas	O
al	O
año	O
por	O
suicidio	B-MISC
.	O
A	O
pesar	O
de	O
ser	O
una	O
de	O
las	O
mayores	O
causas	O
de	O
muerte	O
en	O
nuestro	O
país,	O
la	O
ausencia	O
de	O
un	O
plan	O
de	O
prevención	O
de	O
riesgo	O
del	O
suicidio	B-MISC
adecuado	O
preocupando	O
a	O
los	O
especialistas.	O
https://t.co/3HN9OEW5K4	O
	
La	O
presentación	O
clínica	O
de	O
la	O
Enf.Pulmonar	B-MISC
Obstructiva	I-MISC
Crónica	I-MISC
#	O
EPOC	B-MISC
en	O
mujeres	O
se	O
caracteriza	O
por	O
disnea	O
progresiva,	O
gran	O
tendencia	O
a	O
la	O
ansiedad	B-MISC
y	O
la	O
depresión	B-MISC
,	O
desnutrición	B-MISC
,	O
el	O
cáncer	B-MISC
de	I-MISC
pulmón	I-MISC
no	I-MISC
microcítico	I-MISC
(especial/	O
adenocarcinoma	B-MISC
)	O
y	O
la	O
osteoporosis	B-MISC
https://t.co/FPKz6pJERr	O
	
RT	O
@alfopab:	O
"La	O
mayoría	O
de	O
los	O
niños	O
con	O
asma	B-MISC
deben	O
ser	O
fáciles	O
de	O
controlar	O
y	O
lograr	O
un	O
buen	O
control	O
de	O
la	O
enfermedad.	O
Sin	O
embargo...	O
"	O
#	O
asma	B-MISC
#	O
asthma	B-MISC
https://t.co/546SEWmD5X	O
	
El	O
café,	O
una	O
de	O
mis	O
bebidas	O
favoritas,	O
tiene	O
efectos	O
positivos	O
en	O
la	O
salud,	O
ya	O
que	O
contribuye	O
a	O
prevenir	O
múltiples	O
enfermedades	O
(	O
ca	B-MISC
de	I-MISC
colon	I-MISC
,	O
enfermedades	B-MISC
cardiovasculares	I-MISC
-por	O
sus	O
antioxidantes-	O
parkinson	B-MISC
y	O
Alzheimer	B-MISC
).	O
https://t.co/OO0UuTjG2i	O
	
Necesito	O
un	O
club	O
de	O
apoyo	O
para	O
personas	O
con	O
migraña	B-MISC
,	O
epilepsia	B-MISC
y	O
anemia	B-MISC
.	O
	
Memoria	O
y	O
concentración	O
en	O
la	O
esclerosis	B-MISC
múltiple	I-MISC
Es	O
muy	O
común	O
escuchar	O
entre	O
los	O
afectados	O
por	O
esclerosis	B-MISC
múltiple	I-MISC
:	O
“cada	O
vez	O
tengo	O
menos	O
memoria”	O
o	O
“me	O
cuesta	O
concentrarme”,	O
esto	O
lo	O
solemos...	O
Más	O
info:	O
https://t.co/dkM2pNssZT	O
#unavidaporvivir	O
#	O
EM	B-MISC
#	O
esclerosismultiple	B-MISC
#pepo2019	O
	
ARTERIOSCLEROSIS	B-MISC
O	O
MALA	O
CIRCULACIÓN:	O
La	O
arteriosclerosis	B-MISC
es	O
una	O
enfermedad	O
silenciosa	O
que	O
provoca	O
la	O
mayoría	O
de	O
enfermedades	B-MISC
cardiovasculares	I-MISC
.	O
Se	O
le	O
llama	O
enfermedad	O
silenciosa	O
porque	O
causa	O
problemas	O
de	O
salud...	O
https://t.co/nqphnYwMp1	O
	
INCLUSION,	O
DIVERSIDAD,	O
VISIBILIDAD	O
#TodosUnidosXel	O
Autismo	B-MISC
#ConMenteDiversa	O
@schullerrenzoof	O
@karlacalle	O
@PalomaFiuza_1	O
@lorealvareza	O
@@E_FLEISCHMAN	O
johanfano17	O
@alvarezrodrich	O
https://t.co/CxG9IVR6Xm	O
	
Ahora	O
es	O
el	O
turno	O
de	O
la	O
@DraElenaMilla.	O
"	O
Glaucoma	B-MISC
.	O
Nuevos	O
Horizontes"	O
-	O
"Genética	O
y	O
#	O
glaucoma	B-MISC
.	O
Nos	O
condiciona	O
la	O
herencia	O
la	O
respuesta	O
al	O
tratamiento".	O
XIV	O
Congreso	O
de	O
la	O
Sociedad	O
Española	O
de	O
Glaucoma	B-MISC
#SEG2019	O
https://t.co/v2xLTrwVIX	O
	
He	O
decidido	O
que	O
mi	O
hijo	O
éste	O
curso	O
descanse	O
de	O
terapia.	O
Ya	O
venía	O
pidiéndolo	O
tiempo.	O
Así	O
que	O
he	O
comenzado	O
yo	O
a	O
tenerlas	O
para	O
mejorar	O
como	O
madre	O
y	O
tratar	O
de	O
revertir	O
todo	O
lo	O
que	O
aprendo	O
en	O
su	O
calidad	O
de	O
vida	O
y	O
en	O
la	O
mía.	O
#	O
autismo	B-MISC
#TodosAprendemos	O
#LaSociedadTambiénSomosLasFamilias	O
	
Síndrome	B-MISC
Rett	I-MISC
✔	O
_	O
Trastorno	B-MISC
del	I-MISC
desarrollo	I-MISC
neurológico	I-MISC
infantil	I-MISC
:	O
evolución	O
inicial	O
normal	O
seguida	O
por	O
pérdida	O
del	O
uso	O
voluntario	O
de	O
manos,	O
crecimiento	O
retardado	O
del	O
cerebro	O
y	O
cabeza,	O
dificultades	O
para	O
caminar,	O
convulsiones	B-MISC
y	O
retraso	B-MISC
mental	I-MISC
✔	O
_	O
Afecta	O
casi	O
en	O
exclusiva	O
a	O
niñas	O
y	O
mujeres	O
https://t.co/I22fVlQiNZ	O
	
¿Te	O
perdiste	O
el	O
vídeo	O
en	O
vivo	O
de	O
artritis	B-MISC
y	O
artrosis	B-MISC
?	O
Aquí	O
te	O
comparto	O
el	O
álbum	O
y	O
el	O
link.	O
https://t.co/skFW95jCQa	O
#bioneuroemoción…	O
https://t.co/cU4ehdBF2f	O
	
Antes	O
del	O
diagnóstico	O
de	O
#	O
Fibromialgia	B-MISC
,	O
tuve	O
queratitis	B-MISC
en	I-MISC
ambos	I-MISC
ojos	I-MISC
(año	O
2008)	O
y	O
desde	O
entonces	O
tengo	O
conjuntivitis	B-MISC
crónica	I-MISC
y	O
#	O
SOS	B-MISC
.	O
Ahora	O
me	O
han	O
diagnosticado	O
epiescleritis	B-MISC
y	O
una	O
úlcera	B-MISC
...	O
Pero	O
en	O
#SES	O
no	O
buscan	O
relacionar	O
si	O
los	O
distintos	O
síntomas	O
pueden	O
tener	O
