Id	Doc_Id	Sent_Id	Word	Tag	begin	end
72849	1381345494081867777	2007	celebra	O	7	14
72850	1381345494081867777	2007	el	O	15	17
72851	1381345494081867777	2007	Día	O	18	21
72852	1381345494081867777	2007	Mundial	O	22	29
72853	1381345494081867777	2007	del	O	30	33
72854	1381345494081867777	2007	Parkinson	B-MISC	34	43
72855	1381345494081867777	2007	coincidiendo	O	44	56
72856	1381345494081867777	2007	con	O	57	60
72857	1381345494081867777	2007	el	O	61	63
72858	1381345494081867777	2007	aniversario	O	64	75
72859	1381345494081867777	2007	de	O	76	78
72860	1381345494081867777	2007	James	O	79	84
72861	1381345494081867777	2007	Parkinson,	O	85	95
72862	1381345494081867777	2007	neurólogo	O	96	105
72863	1381345494081867777	2007	británico	O	106	115
72864	1381345494081867777	2007	que	O	116	119
72865	1381345494081867777	2007	en	O	120	122
72866	1381345494081867777	2007	1817	O	123	127
72867	1381345494081867777	2007	descubrió	O	128	137
72868	1381345494081867777	2007	lo	O	138	140
72869	1381345494081867777	2007	que	O	141	144
72870	1381345494081867777	2007	en	O	145	147
72871	1381345494081867777	2007	aquel	O	148	153
72872	1381345494081867777	2007	tiempo	O	154	160
72873	1381345494081867777	2007	llamó	O	161	166
72874	1381345494081867777	2007	parálisis	B-MISC	167	176
72875	1381345494081867777	2007	agitante	B-MISC	177	185
72876	1381345494081867777	2007	y	O	186	187
72877	1381345494081867777	2007	que	O	188	191
72878	1381345494081867777	2007	hoy	O	192	195
72879	1381345494081867777	2007	conocemos	O	196	205
72880	1381345494081867777	2007	como	O	206	210
72881	1381345494081867777	2007	enfermedad	B-MISC	211	221
72882	1381345494081867777	2007	de	O	222	224
72883	1381345494081867777	2007	Parkinson.	O	225	235
72884	1381345494081867777	2007	#DiaMundialDelParkinson	B-MISC	237	259
72885	1381345494081867777	2007	#Parkinson	B-MISC	261	270
72886	1381345494081867777	2007	https://t.co/CboFjpxo8A	O	271	294
66551	1372633742645288966	1829	Por	O	0	3
66552	1372633742645288966	1829	desgracia	O	4	13
66553	1372633742645288966	1829	no	O	14	16
66554	1372633742645288966	1829	hay	O	17	20
66555	1372633742645288966	1829	fórmula	O	21	28
66556	1372633742645288966	1829	mágica.	O	29	36
66557	1372633742645288966	1829	Ojalá	O	37	42
66558	1372633742645288966	1829	la	O	43	45
66559	1372633742645288966	1829	hubiera.	O	46	54
66560	1372633742645288966	1829	No	O	55	57
66561	1372633742645288966	1829	sufrir	O	58	64
66562	1372633742645288966	1829	más	O	65	68
66563	1372633742645288966	1829	ansiedad	B-MISC	69	77
66564	1372633742645288966	1829	nunca	O	78	83
66565	1372633742645288966	1829	más,	O	84	88
66566	1372633742645288966	1829	qué	O	89	92
66567	1372633742645288966	1829	fantasía.	O	93	102
66568	1372633742645288966	1829	Poder	O	103	108
66569	1372633742645288966	1829	vivir	O	109	114
66570	1372633742645288966	1829	sin	O	115	118
66571	1372633742645288966	1829	la	O	119	121
66572	1372633742645288966	1829	sensación	O	122	131
66573	1372633742645288966	1829	de	O	132	134
66574	1372633742645288966	1829	angustia,	O	135	144
66575	1372633742645288966	1829	vértigos/mareos,	O	145	161
66576	1372633742645288966	1829	taquicardias	B-MISC	162	174
66577	1372633742645288966	1829	o	O	175	176
66578	1372633742645288966	1829	aumento	O	177	184
66579	1372633742645288966	1829	del	O	185	188
66580	1372633742645288966	1829	ritmo	O	189	194
66581	1372633742645288966	1829	cardíaco,	O	195	204
66582	1372633742645288966	1829	dolor	O	205	210
66583	1372633742645288966	1829	de	O	211	213
66584	1372633742645288966	1829	barriga,	O	214	222
66585	1372633742645288966	1829	dolor	O	223	228
66586	1372633742645288966	1829	de	O	229	231
66587	1372633742645288966	1829	cervicales...	O	232	245
66588	1372633742645288966	1829	(hablo	O	246	252
66589	1372633742645288966	1829	desde	O	253	258
66590	1372633742645288966	1829	mis	O	259	262
66591	1372633742645288966	1829	síntomas).	O	263	273
42034	1472222057324711936	1144	El	O	0	2
42035	1472222057324711936	1144	heredero	O	3	11
42036	1472222057324711936	1144	está	O	12	16
42037	1472222057324711936	1144	con	O	17	20
42038	1472222057324711936	1144	crisis	B-MISC	21	27
42039	1472222057324711936	1144	alérgica,	O	28	37
42040	1472222057324711936	1144	así	O	38	41
42041	1472222057324711936	1144	que	O	42	45
42042	1472222057324711936	1144	vinimos	O	46	53
42043	1472222057324711936	1144	a	O	54	55
42044	1472222057324711936	1144	@integramedica	O	56	70
42045	1472222057324711936	1144	Huérfanos,	O	71	81
42046	1472222057324711936	1144	como	O	82	86
42047	1472222057324711936	1144	es	O	87	89
42048	1472222057324711936	1144	asunto	B-MISC	90	96
42049	1472222057324711936	1144	respiratorio	B-MISC	97	109
42050	1472222057324711936	1144	debemos	O	110	117
42051	1472222057324711936	1144	avisar	O	118	124
42052	1472222057324711936	1144	en	O	125	127
42053	1472222057324711936	1144	la	O	128	130
42054	1472222057324711936	1144	entrada,	O	131	139
42055	1472222057324711936	1144	la	O	140	142
42056	1472222057324711936	1144	recepcionista	O	143	156
42057	1472222057324711936	1144	nos	O	157	160
42058	1472222057324711936	1144	atendió	O	161	168
42059	1472222057324711936	1144	como	O	169	173
42060	1472222057324711936	1144	si	O	174	176
42061	1472222057324711936	1144	tuviéramos	O	177	187
42062	1472222057324711936	1144	Ébola.	B-MISC	188	194
42063	1472222057324711936	1144	Porfis	O	195	201
42064	1472222057324711936	1144	eduquen	O	202	209
42065	1472222057324711936	1144	a	O	210	211
42066	1472222057324711936	1144	sus	O	212	215
42067	1472222057324711936	1144	trabajadores,	O	216	229
42068	1472222057324711936	1144	pq	O	230	232
42069	1472222057324711936	1144	aunque	O	233	239
42070	1472222057324711936	1144	fuera	O	240	245
42071	1472222057324711936	1144	Covid...	B-MISC	246	254
31042	1357037227516309504	840	Webinar	O	0	7
31043	1357037227516309504	840	Gratuito:	O	8	17
31044	1357037227516309504	840	COVID,	B-MISC	18	24
31045	1357037227516309504	840	La	O	25	27
31046	1357037227516309504	840	Segunda	O	28	35
31047	1357037227516309504	840	Ola	O	36	39
31048	1357037227516309504	840	Miércoles	O	40	49
31049	1357037227516309504	840	10	O	50	52
31050	1357037227516309504	840	de	O	53	55
31051	1357037227516309504	840	febrero	O	56	63
31052	1357037227516309504	840	I	O	64	65
31053	1357037227516309504	840	6pm	O	66	69
31054	1357037227516309504	840	Entérate	O	70	78
31055	1357037227516309504	840	de	O	79	81
31056	1357037227516309504	840	los	O	82	85
31057	1357037227516309504	840	últimos	O	86	93
31058	1357037227516309504	840	acontecimientos	O	94	109
31059	1357037227516309504	840	de	O	110	112
31060	1357037227516309504	840	COVID-19	B-MISC	113	121
31061	1357037227516309504	840	en	O	122	124
31062	1357037227516309504	840	la	O	125	127
31063	1357037227516309504	840	región,	O	128	135
31064	1357037227516309504	840	los	O	136	139
31065	1357037227516309504	840	tipos	O	140	145
31066	1357037227516309504	840	de	O	146	148
31067	1357037227516309504	840	prueba	O	149	155
31068	1357037227516309504	840	disponibles	O	156	167
31069	1357037227516309504	840	y	O	168	169
31070	1357037227516309504	840	cómo	O	170	174
31071	1357037227516309504	840	evitar	O	175	181
31072	1357037227516309504	840	el	O	182	184
31073	1357037227516309504	840	contagio	O	185	193
31074	1357037227516309504	840	de	O	194	196
31075	1357037227516309504	840	#COVID19.	B-MISC	198	206
31076	1357037227516309504	840	Pueden	O	208	214
31077	1357037227516309504	840	registrarse	O	215	226
31078	1357037227516309504	840	al	O	227	229
31079	1357037227516309504	840	evento	O	230	236
31080	1357037227516309504	840	en	O	237	239
31081	1357037227516309504	840	https:	O	240	246
31082	1357037227516309504	840	//	O	247	249
31083	1357037227516309504	840	https://t.co/BA2UfU47cC	O	250	273
31084	1357037227516309504	840	https://t.co/If4sYqs1pa	O	274	297
162271	1392872066429431808	4468	Hablando	O	0	8
162272	1392872066429431808	4468	de	O	9	11
162273	1392872066429431808	4468	diabetes.	B-MISC	12	21
162274	1392872066429431808	4468	Para	O	22	26
162275	1392872066429431808	4468	quienes	O	27	34
162276	1392872066429431808	4468	llegan	O	35	41
162277	1392872066429431808	4468	a	O	42	43
162278	1392872066429431808	4468	ver	O	44	47
162279	1392872066429431808	4468	adolescentes	O	48	60
162280	1392872066429431808	4468	y	O	61	62
162281	1392872066429431808	4468	adultos	O	63	70
162282	1392872066429431808	4468	jóvenes	O	71	78
162283	1392872066429431808	4468	con	O	79	82
162284	1392872066429431808	4468	DM1,	B-MISC	83	87
162285	1392872066429431808	4468	por	O	88	91
162286	1392872066429431808	4468	favor,	O	92	98
162287	1392872066429431808	4468	recuerden	O	99	108
162288	1392872066429431808	4468	que	O	109	112
162289	1392872066429431808	4468	no	O	113	115
162290	1392872066429431808	4468	son	O	116	119
162291	1392872066429431808	4468	adultos	O	120	127
162292	1392872066429431808	4468	chiquitos	O	128	137
162293	1392872066429431808	4468	con	O	138	141
162294	1392872066429431808	4468	DM2.	B-MISC	142	146
162295	1392872066429431808	4468	El	O	147	149
162296	1392872066429431808	4468	paciente	O	150	158
162297	1392872066429431808	4468	con	O	159	162
162298	1392872066429431808	4468	DM1	B-MISC	163	166
162299	1392872066429431808	4468	requiere	O	167	175
162300	1392872066429431808	4468	monitoreo	O	176	185
162301	1392872066429431808	4468	frecuente	O	186	195
162302	1392872066429431808	4468	de	O	196	198
162303	1392872066429431808	4468	glucosa	O	199	206
162304	1392872066429431808	4468	capilar	O	207	214
162305	1392872066429431808	4468	(mínimo	O	215	222
162306	1392872066429431808	4468	7	O	223	224
162307	1392872066429431808	4468	veces/día)	O	225	235
162308	1392872066429431808	4468	o	O	236	237
162309	1392872066429431808	4468	monitoreo	O	238	247
162310	1392872066429431808	4468	continuo	O	248	256
162311	1392872066429431808	4468	de	O	257	259
162312	1392872066429431808	4468	glucosa.	O	260	268
26232	1493136879952277508	713	Los	O	0	3
26233	1493136879952277508	713	pts	O	4	7
26234	1493136879952277508	713	con	O	8	11
26235	1493136879952277508	713	#EMsfc	B-MISC	13	18
26236	1493136879952277508	713	sabemos	O	19	26
26237	1493136879952277508	713	qué	O	27	30
26238	1493136879952277508	713	es	O	31	33
26239	1493136879952277508	713	que	O	34	37
26240	1493136879952277508	713	nos	O	38	41
26241	1493136879952277508	713	hagan	O	42	47
26242	1493136879952277508	713	luz	O	48	51
26243	1493136879952277508	713	de	O	52	54
26244	1493136879952277508	713	gas.	O	55	59
26245	1493136879952277508	713	Ir	O	60	62
26246	1493136879952277508	713	al	O	63	65
26247	1493136879952277508	713	médico	O	66	72
26248	1493136879952277508	713	y	O	73	74
26249	1493136879952277508	713	que	O	75	78
26250	1493136879952277508	713	no	O	79	81
26251	1493136879952277508	713	te	O	82	84
26252	1493136879952277508	713	crean,	O	85	91
26253	1493136879952277508	713	lo	O	92	94
26254	1493136879952277508	713	que	O	95	98
26255	1493136879952277508	713	es	O	99	101
26256	1493136879952277508	713	peor	O	102	106
26257	1493136879952277508	713	que	O	107	110
26258	1493136879952277508	713	no	O	111	113
26259	1493136879952277508	713	crean	O	114	119
26260	1493136879952277508	713	en	O	120	122
26261	1493136879952277508	713	una	O	123	126
26262	1493136879952277508	713	enfermedad	O	127	137
26263	1493136879952277508	713	reconocida.	O	138	149
26264	1493136879952277508	713	Entonces	O	150	158
26265	1493136879952277508	713	intentan	O	159	167
26266	1493136879952277508	713	convencernos	O	168	180
26267	1493136879952277508	713	que	O	181	184
26268	1493136879952277508	713	todo	O	185	189
26269	1493136879952277508	713	es	O	190	192
26270	1493136879952277508	713	fruto	O	193	198
26271	1493136879952277508	713	de	O	199	201
26272	1493136879952277508	713	la	O	202	204
26273	1493136879952277508	713	ansiedad,	B-MISC	205	214
26274	1493136879952277508	713	depresión.	B-MISC	215	225
26275	1493136879952277508	713	Eso	O	226	229
26276	1493136879952277508	713	se	O	230	232
26277	1493136879952277508	713	llama	O	233	238
26278	1493136879952277508	713	psiquiatrizar	O	239	252
26279	1493136879952277508	713	una	O	253	256
26280	1493136879952277508	713	enfermedad	B-MISC	257	267
26281	1493136879952277508	713	orgánica.	O	268	277
26282	1493136879952277508	713	https://t.co/YWeNC6aA1P	O	278	301
175823	1494759321661493249	4838	OBESIDAD,	B-MISC	0	9
175824	1494759321661493249	4838	INMUNIDAD	O	10	19
175825	1494759321661493249	4838	Y	O	20	21
175826	1494759321661493249	4838	CÁNCER	B-MISC	22	28
175827	1494759321661493249	4838	La	O	29	31
175828	1494759321661493249	4838	obesidad	B-MISC	32	40
175829	1494759321661493249	4838	está	O	41	45
175830	1494759321661493249	4838	fuertemente	O	46	57
175831	1494759321661493249	4838	asociada	O	58	66
175832	1494759321661493249	4838	con	O	67	70
175833	1494759321661493249	4838	una	O	71	74
175834	1494759321661493249	4838	mayor	O	75	80
175835	1494759321661493249	4838	susceptibilidad	O	81	96
175836	1494759321661493249	4838	a	O	97	98
175837	1494759321661493249	4838	una	O	99	102
175838	1494759321661493249	4838	variedad	O	103	111
175839	1494759321661493249	4838	de	O	112	114
175840	1494759321661493249	4838	enfermedades.	O	115	128
175841	1494759321661493249	4838	La	O	129	131
175842	1494759321661493249	4838	diabetes	B-MISC	132	140
175843	1494759321661493249	4838	y	O	141	142
175844	1494759321661493249	4838	las	O	143	146
175845	1494759321661493249	4838	enfermedades	B-MISC	147	159
175846	1494759321661493249	4838	cardiovasculares	I-MISC	160	176
175847	1494759321661493249	4838	encabezan	O	177	186
175848	1494759321661493249	4838	la	O	187	189
175849	1494759321661493249	4838	lista,	O	190	196
175850	1494759321661493249	4838	pero	O	197	201
175851	1494759321661493249	4838	también	O	202	209
175852	1494759321661493249	4838	se	O	210	212
175853	1494759321661493249	4838	han	O	213	216
175854	1494759321661493249	4838	hecho	O	217	222
175855	1494759321661493249	4838	evidentes	O	223	232
175856	1494759321661493249	4838	muchas	O	233	239
175857	1494759321661493249	4838	más.	O	240	244
175858	1494759321661493249	4838	https://t.co/4jMlBLDo13	O	245	268
125653	1237407180149665793	3457	Buenas	O	0	6
125654	1237407180149665793	3457	tardes	O	7	13
125655	1237407180149665793	3457	desde	O	14	19
125656	1237407180149665793	3457	Reset	O	20	25
125657	1237407180149665793	3457	TEA.	B-MISC	26	30
125658	1237407180149665793	3457	Queríamos	O	31	40
125659	1237407180149665793	3457	compartir	O	41	50
125660	1237407180149665793	3457	con	O	51	54
125661	1237407180149665793	3457	vosotros	O	55	63
125662	1237407180149665793	3457	un	O	64	66
125663	1237407180149665793	3457	pequeño	O	67	74
125664	1237407180149665793	3457	manual	O	75	81
125665	1237407180149665793	3457	de	O	82	84
125666	1237407180149665793	3457	prevención	O	85	95
125667	1237407180149665793	3457	del	O	96	99
125668	1237407180149665793	3457	CORONAVIRUS	O	100	111
125669	1237407180149665793	3457	Covid-19,	B-MISC	112	121
125670	1237407180149665793	3457	que	O	122	125
125671	1237407180149665793	3457	esperamos	O	126	135
125672	1237407180149665793	3457	os	O	136	138
125673	1237407180149665793	3457	puedan	O	139	145
125674	1237407180149665793	3457	ayudar	O	146	152
125675	1237407180149665793	3457	a	O	153	154
125676	1237407180149665793	3457	concienciar	O	155	166
125677	1237407180149665793	3457	a	O	167	168
125678	1237407180149665793	3457	nuestros	O	169	177
125679	1237407180149665793	3457	niños	O	178	183
125680	1237407180149665793	3457	con	O	184	187
125681	1237407180149665793	3457	#tea	B-MISC	189	192
125682	1237407180149665793	3457	#autismo	B-MISC	194	201
125683	1237407180149665793	3457	https://t.co/YI2v3NOMu5	O	203	226
125684	1237407180149665793	3457	https://t.co/bYyHAgrYMQ	O	227	250
9615	1316774388063186944	261	Vamos	O	0	5
9616	1316774388063186944	261	a	O	6	7
9617	1316774388063186944	261	lo	O	8	10
9618	1316774388063186944	261	importante:	O	11	22
9619	1316774388063186944	261	hay	O	23	26
9620	1316774388063186944	261	36	O	27	29
9621	1316774388063186944	261	animales	O	30	38
9622	1316774388063186944	261	domésticos	O	39	49
9623	1316774388063186944	261	en	O	50	52
9624	1316774388063186944	261	Cataluña	O	53	61
9625	1316774388063186944	261	que	O	62	65
9626	1316774388063186944	261	se	O	66	68
9627	1316774388063186944	261	llaman	O	69	75
9628	1316774388063186944	261	Covid.	B-MISC	76	82
9629	1316774388063186944	261	O,	O	83	85
9630	1316774388063186944	261	dicho	O	86	91
9631	1316774388063186944	261	de	O	92	94
9632	1316774388063186944	261	otra	O	95	99
9633	1316774388063186944	261	manera,	O	100	107
9634	1316774388063186944	261	hay	O	108	111
9635	1316774388063186944	261	36	O	112	114
9636	1316774388063186944	261	personas	O	115	123
9637	1316774388063186944	261	que	O	124	127
9638	1316774388063186944	261	han	O	128	131
9639	1316774388063186944	261	llamado	O	132	139
9640	1316774388063186944	261	Covid	B-MISC	140	145
9641	1316774388063186944	261	a	O	146	147
9642	1316774388063186944	261	sus	O	148	151
9643	1316774388063186944	261	mascotas.	O	152	161
9644	1316774388063186944	261	COVID!!!	B-MISC	162	170
9645	1316774388063186944	261	Que	O	172	175
9646	1316774388063186944	261	alguien	O	176	183
9647	1316774388063186944	261	llame	O	184	189
9648	1316774388063186944	261	a	O	190	191
9649	1316774388063186944	261	la	O	192	194
9650	1316774388063186944	261	DGAIA	O	195	200
9651	1316774388063186944	261	de	O	201	203
9652	1316774388063186944	261	las	O	204	207
9653	1316774388063186944	261	mascotas,	O	208	217
9654	1316774388063186944	261	por	O	218	221
9655	1316774388063186944	261	favor.	O	222	228
9656	1316774388063186944	261	https://t.co/fQ2V7Zr67m	O	230	253
9000	1371762413687672833	245	La	O	0	2
9001	1371762413687672833	245	#artrosis	B-MISC	4	12
9002	1371762413687672833	245	es	O	13	15
9003	1371762413687672833	245	la	O	16	18
9004	1371762413687672833	245	enfermedad	B-MISC	19	29
9005	1371762413687672833	245	articular	B-MISC	30	39
9006	1371762413687672833	245	más	O	40	43
9007	1371762413687672833	245	frecuente	O	44	53
9008	1371762413687672833	245	en	O	54	56
9009	1371762413687672833	245	nuestro	O	57	64
9010	1371762413687672833	245	país	O	65	69
9011	1371762413687672833	245	afectando	O	70	79
9012	1371762413687672833	245	a	O	80	81
9013	1371762413687672833	245	cerca	O	82	87
9014	1371762413687672833	245	de	O	88	90
9015	1371762413687672833	245	siete	O	91	96
9016	1371762413687672833	245	millones	O	97	105
9017	1371762413687672833	245	de	O	106	108
9018	1371762413687672833	245	españoles.	O	109	119
9019	1371762413687672833	245	👉El	O	121	124
9020	1371762413687672833	245	objetivo	O	125	133
9021	1371762413687672833	245	del	O	134	137
9022	1371762413687672833	245	tratamiento	O	138	149
9023	1371762413687672833	245	de	O	150	152
9024	1371762413687672833	245	la	O	153	155
9025	1371762413687672833	245	artrosis	B-MISC	156	164
9026	1371762413687672833	245	es	O	165	167
9027	1371762413687672833	245	retrasar	O	168	176
9028	1371762413687672833	245	la	O	177	179
9029	1371762413687672833	245	evolución	O	180	189
9030	1371762413687672833	245	de	O	190	192
9031	1371762413687672833	245	la	O	193	195
9032	1371762413687672833	245	enfermedad	O	196	206
9033	1371762413687672833	245	y	O	207	208
9034	1371762413687672833	245	mejorar	O	209	216
9035	1371762413687672833	245	la	O	217	219
9036	1371762413687672833	245	calidad	O	220	227
9037	1371762413687672833	245	de	O	228	230
9038	1371762413687672833	245	vida.	O	231	236
9039	1371762413687672833	245	Tratamientos	O	237	249
9040	1371762413687672833	245	👇🏼	O	250	252
9041	1371762413687672833	245	👇🏼	O	253	255
9042	1371762413687672833	245	https://t.co/kF3HbxqTp8	O	256	279
28351	1422914978374369288	768	#Dia14	O	1	6
28352	1422914978374369288	768	🅰️	O	7	9
28353	1422914978374369288	768	Hoy	O	10	13
28354	1422914978374369288	768	#Abril	O	15	20
28355	1422914978374369288	768	👶💗💪	O	21	24
28356	1422914978374369288	768	cumple	O	25	31
28357	1422914978374369288	768	dos	O	32	35
28358	1422914978374369288	768	semanas	O	36	43
28359	1422914978374369288	768	de	O	44	46
28360	1422914978374369288	768	vida.	O	47	52
28361	1422914978374369288	768	#DiarioDePapaBebePrematura	O	54	79
28362	1422914978374369288	768	En	O	80	82
28363	1422914978374369288	768	una	O	83	86
28364	1422914978374369288	768	UCIN	O	87	91
28365	1422914978374369288	768	las	O	92	95
28366	1422914978374369288	768	mamás	O	96	101
28367	1422914978374369288	768	y	O	102	103
28368	1422914978374369288	768	los	O	104	107
28369	1422914978374369288	768	papás	O	108	113
28370	1422914978374369288	768	aprendemos	O	114	124
28371	1422914978374369288	768	a	O	125	126
28372	1422914978374369288	768	conocer	O	127	134
28373	1422914978374369288	768	el	O	135	137
28374	1422914978374369288	768	microcosmos	O	139	150
28375	1422914978374369288	768	de	O	151	153
28376	1422914978374369288	768	los	O	154	157
28377	1422914978374369288	768	profesionales	O	158	171
28378	1422914978374369288	768	y	O	172	173
28379	1422914978374369288	768	somos	O	174	179
28380	1422914978374369288	768	capaces	O	180	187
28381	1422914978374369288	768	utilizar	O	188	196
28382	1422914978374369288	768	palabras	O	197	205
28383	1422914978374369288	768	como:	O	206	211
28384	1422914978374369288	768	Ductus,	B-MISC	212	219
28385	1422914978374369288	768	CIV,	B-MISC	220	224
28386	1422914978374369288	768	desaturación,	O	225	238
28387	1422914978374369288	768	bradicardia,	B-MISC	239	251
28388	1422914978374369288	768	retención,	O	252	262
28389	1422914978374369288	768	sepsis…	B-MISC	263	270
28390	1422914978374369288	768	https://t.co/dku6yphvy4	O	271	294
65201	1128048336332820480	1792	Podemos	O	0	7
65202	1128048336332820480	1792	detectar	O	8	16
65203	1128048336332820480	1792	tus	O	17	20
65204	1128048336332820480	1792	taquicardias.	B-MISC	21	34
65205	1128048336332820480	1792	Podemos	O	35	42
65206	1128048336332820480	1792	detectar	O	43	51
65207	1128048336332820480	1792	tu	O	52	54
65208	1128048336332820480	1792	crisis	B-MISC	55	61
65209	1128048336332820480	1792	hipertensiva.	O	62	75
65210	1128048336332820480	1792	Podemos	O	76	83
65211	1128048336332820480	1792	detectar	O	84	92
65212	1128048336332820480	1792	tu	O	93	95
65213	1128048336332820480	1792	síncope.	B-MISC	96	104
65214	1128048336332820480	1792	Podemos	O	105	112
65215	1128048336332820480	1792	alertar	O	113	120
65216	1128048336332820480	1792	de	O	121	123
65217	1128048336332820480	1792	tu	O	124	126
65218	1128048336332820480	1792	caída.	O	127	133
65219	1128048336332820480	1792	Podemos	O	134	141
65220	1128048336332820480	1792	valorar	O	142	149
